block_id	drug_row	drug_col	css_ri	synergy_zip	synergy_bliss	synergy_loewe	synergy_hsa	S	cell_line_name	cellosaurus_accession
185415	TRETINOIN	ALLOPURINOL	12.75	-4.24	-1.96	-5.75	-1.1	3.17	MCF7	CVCL_0031
185418	ANASTROZOLE	ALLOPURINOL	-0.16	0.27	-0.51	0	-1.64	0.94	BT-549	CVCL_1092
185421	SUNITINIB	BENDAMUSTINE HYDROCHLORIDE	1.28	0.1	1.66	1.11	0.86	1.89	MDA-MB-468	CVCL_0419
185431	CHLORAMBUCIL	THIOGUANINE	28.25	-6	-1.94	-14.31	-0.34	-15.85	HS 578T	CVCL_0332
185432	ACTINOMYCIN D	ELOXATIN (TN) (SANOFI SYNTHELAB)	24.76	3.66	6.29	5.39	6.23	6.35	T-47D	CVCL_0553
185440	ANTIBIOTIC AD 32	1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE	53.8	1.15	2.17	-21.75	4.05	43.66	BT-549	CVCL_1092
185442	CYTARABINE HYDROCHLORIDE	CARBOPLATIN	24.52	-4.95	-5.75	-3.73	-2.26	-21.43	HS 578T	CVCL_0332
185446	RALOXIFENE	LETROZOLE	8.97	1.66	2.71	3.2	3.9	-6.07	T-47D	CVCL_0553
185456	METHOTREXATE	VINCRISTINE SULFATE	29.46	-6.81	-4.29	-6.83	-3.01	3.59	BT-549	CVCL_1092
185466	TRETINOIN	ANTIBIOTIC AY 22989	14.61	7.3	10.8	9.62	10.57	13.57	MDA-MB-468	CVCL_0419
185481	MECHLORETHAMINE HYDROCHLORIDE	IFOSFAMIDE	29.15	-3.47	-0.81	-22.86	-0.84	7.68	MDA-MB-468	CVCL_0419
185501	IMATINIB	34793-34-5	-8.55	3.66	0.35	-8.69	-8.13	2.47	BT-549	CVCL_1092
185508	ANASTROZOLE	AMINOLEVULINIC ACID HYDROCHLORIDE	10.06	-0.56	2.07	5.76	3.05	5.33	BT-549	CVCL_1092
185509	MECHLORETHAMINE HYDROCHLORIDE	ELOXATIN (TN) (SANOFI SYNTHELAB)	29.77	-9.51	-4.67	-9.32	-0.17	1.99	MCF7	CVCL_0031
185516	THIOTEPA	BENDAMUSTINE HYDROCHLORIDE	12.09	-5.86	-0.55	-10.32	-1.06	-1.67	MDA-MB-468	CVCL_0419
185521	BLEOMYCIN	IXABEPILONE	32.73	-7.58	-12.23	-18.6	-11.08	-12.15	T-47D	CVCL_0553
185524	ROMIDEPSIN	CO-V	43.62	-0.35	1.69	-54.85	-0.98	11.72	MDA-MB-231	CVCL-0062
185525	CARBOPLATIN	DASATINIB	-0.02	5.07	11.54	-0.68	0.5	11.76	T-47D	CVCL_0553
185532	FULVESTRANT	ANASTROZOLE	0.97	-2.67	-7	-4.73	-6.64	-6.32	HS 578T	CVCL_0332
185534	IMATINIB	BLEOMYCIN	4.58	-0.07	-0.93	-19.62	-8.4	5.38	MCF7	CVCL_0031
185548	PROCARBAZINE HYDROCHLORIDE	ARSENIC TRIOXIDE	11.18	-10.14	-3.47	-23.04	-5.57	-9.18	MCF7	CVCL_0031
185561	CARBOPLATIN	HYDROXYUREA	5.13	-0.78	0.76	-0.55	1.3	1.16	HS 578T	CVCL_0332
185562	CO-V	ARSENIC TRIOXIDE	24.17	-11.78	-0.03	2.48	3.2	-4.13	MCF7	CVCL_0031
185570	TRETINOIN	GEMZAR (LILLY)	6.89	-3.08	-0.26	-14.02	-4.68	7.27	BT-549	CVCL_1092
185579	FLUDARABINE BASE	FULVESTRANT	18.31	1.58	0.24	-12.83	-0.68	-14.6	MCF7	CVCL_0031
185608	MELPHALAN HYDROCHLORIDE	ARSENIC TRIOXIDE	-0.39	1.63	3.15	-8.54	-4.16	4.5	HS 578T	CVCL_0332
185609	TRETINOIN	ZOLEDRONIC ACID	12.98	5.12	7.04	7.37	6.16	9.57	T-47D	CVCL_0553
185614	BUSULFAN	NSC 85998	2.82	0.53	4.21	-8.55	-2.34	6.23	BT-549	CVCL_1092
185615	ACTINOMYCIN D	NSC733504	2.42	0.03	2.12	-0.4	0.05	2.7	BT-549	CVCL_1092
185617	ANTIBIOTIC AY 22989	IFOSFAMIDE	0.09	0.04	-0.55	-5.56	-0.06	-2.96	T-47D	CVCL_0553
185645	PLICAMYCIN	TOPOTECAN HYDROCHLORIDE	16.34	-2.67	-3.2	-4.63	-2.96	-30.2	HS 578T	CVCL_0332
185659	TENIPOSIDE	34793-34-5	39.54	10.03	8.6	-23.47	6.76	13.58	BT-549	CVCL_1092
185671	FULVESTRANT	ANASTROZOLE	3.2	-2.58	-4.14	-4.88	-4.08	-1.01	BT-549	CVCL_1092
185687	PLICAMYCIN	BLEOMYCIN	55.46	2.32	4.22	-13.21	3.52	25.76	HS 578T	CVCL_0332
185700	LETROZOLE	ZOLEDRONIC ACID	2.42	-3	-3	-3.29	-3.29	-3.77	BT-549	CVCL_1092
185718	DAUNORUBICIN HYDROCHLORIDE	34793-34-5	7.33	-0.97	1.97	-33.61	-0.45	-7.61	MCF7	CVCL_0031
185722	MITOMYCINE	CO-V	19.75	-2.34	2.25	-8.2	0.98	1.77	MCF7	CVCL_0031
185740	VINCRISTINE SULFATE	CARBOPLATIN	15.07	-2.77	-4.43	-22.87	-2.81	-0.82	BT-549	CVCL_1092
185778	DEXRAZOXANE	BLEOMYCIN	19.91	-8.57	-0.79	1.25	2.33	-2.72	MDA-MB-231	CVCL-0062
185813	CHEMBL277800	NSC733504	3.44	-1.35	0.97	1.85	1.83	0.57	MCF7	CVCL_0031
185815	CYTARABINE HYDROCHLORIDE	CHEMBL17639	31.51	-8.7	-10.99	-7.68	-3.55	-25.3	BT-549	CVCL_1092
185817	PRALATREXATE	AMIFOSTINE	1.27	-0.69	0.19	-0.2	0.11	-0.89	T-47D	CVCL_0553
185820	TRETINOIN	ADM HYDROCHLORIDE	25.78	-8.08	-0.37	-29.98	0.93	8.02	MDA-MB-231	CVCL-0062
185855	MERCAPTOPURINE	AMINOLEVULINIC ACID HYDROCHLORIDE	54.8	-0.18	2.55	-8.99	4.4	15.32	MDA-MB-468	CVCL_0419
185856	ACTINOMYCIN D	IXABEPILONE	30.25	-0.02	-0.91	-8.27	-0.19	-12.1	MDA-MB-468	CVCL_0419
185869	ACTINOMYCIN D	NILOTINIB	32.14	12.16	13.26	10.3	10.21	34.58	HS 578T	CVCL_0332
185871	PACLITAXEL	LAPATINIB	16.01	7.64	14.9	11.12	14.19	5.07	T-47D	CVCL_0553
185875	NILOTINIB	QUINACRINE HYDROCHLORIDE	7.49	-2.15	0.17	-4.73	-3.44	1.54	BT-549	CVCL_1092
185876	LAPATINIB	MECHLORETHAMINE HYDROCHLORIDE	15.69	-7.6	-2.63	-6.01	-2.41	-1.85	MCF7	CVCL_0031
185915	ZOLINZA	HYDROXYUREA	16.36	1.55	-1.05	-9.18	1.38	7	MDA-MB-231	CVCL-0062
185916	HYDROXYUREA	SORAFENIB	-0.21	2.61	1.48	-3.08	-3.03	4.94	MCF7	CVCL_0031
185917	PEMETREXED	PIPOBROMAN	23.76	-4.75	3.02	3.3	3.75	10.44	BT-549	CVCL_1092
185933	TAMOXIFEN CITRATE	CARBOPLATIN	19.48	0.21	4.07	7.43	6.66	11.08	MDA-MB-231	CVCL-0062
185938	ADM HYDROCHLORIDE	IXABEPILONE	29.51	-6.72	-4.93	-12.46	-3.7	-7.83	T-47D	CVCL_0553
185940	AZACYTIDINE	SORAFENIB	8.18	-1.72	1.32	-3.54	-1.03	7.91	HS 578T	CVCL_0332
185953	ANTIBIOTIC AY 22989	METHOXSALEN	6.3	-6.62	-1.73	-26.64	-2.33	-8.34	T-47D	CVCL_0553
185957	CHEMBL17639	BENDAMUSTINE HYDROCHLORIDE	25.76	3.87	5.09	-26	2.73	10.28	MDA-MB-231	CVCL-0062
185989	MERCAPTOPURINE	CO-V	19.11	-9.84	0.7	-9	1.93	-2.32	MCF7	CVCL_0031
185992	URACIL MUSTARD	DASATINIB	19.21	-3.47	4.74	1.8	4.58	8.25	HS 578T	CVCL_0332
185994	CYTARABINE HYDROCHLORIDE	PLICAMYCIN	37.15	0.79	-0.47	-0.62	0.95	5.91	HS 578T	CVCL_0332
185995	SN-38	IFOSFAMIDE	22.58	-7.18	2.56	-21	2.67	13.86	BT-549	CVCL_1092
186000	ZOLEDRONIC ACID	ERLOTINIB HYDROCHLORIDE	0.87	-1.3	-2.21	-2.03	-2.32	-0.64	MDA-MB-231	CVCL-0062
186013	ANTIBIOTIC AY 22989	DASATINIB	11.88	0.5	2.92	6.18	4.28	6.06	MDA-MB-468	CVCL_0419
186015	34793-34-5	AMINOLEVULINIC ACID HYDROCHLORIDE	10.42	-3.41	-0.86	-0.93	-1.62	6.07	MDA-MB-231	CVCL-0062
186037	TAMOXIFEN CITRATE	METHOXSALEN	20.16	-3.93	-0.91	-6.03	0.44	6.62	MCF7	CVCL_0031
186053	FLUDARABINE BASE	AMIFOSTINE	8.19	2.08	1.57	-1.8	2.34	-9.22	MDA-MB-231	CVCL-0062
186080	IMIQUIMOD	ARSENIC TRIOXIDE	20.72	4.48	6.48	2.75	3.22	6.21	MDA-MB-231	CVCL-0062
186085	DOCETAXEL	SORAFENIB	21.8	3.95	6.03	9.8	5.61	16.96	MDA-MB-468	CVCL_0419
186088	ALLOPURINOL	AMIFOSTINE	-1.47	3.57	4.44	-1.8	-2.04	3.37	T-47D	CVCL_0553
186090	CELECOXIB	METHOXSALEN	-5.3	-5.7	-16.85	-9.16	-13.04	-18.53	BT-549	CVCL_1092
186091	1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE	ZOLEDRONIC ACID	-0.31	-0.92	-2.87	-1.79	-2	-2.68	MDA-MB-468	CVCL_0419
186093	CHEMBL17639	ADM HYDROCHLORIDE	10.55	2.08	3.61	-15.52	-2.42	4.53	T-47D	CVCL_0553
186104	5-FLUORO-2'-DEOXYURIDINE	34793-34-5	-5.26	-0.32	-3.9	-7.57	-6.19	-4.8	T-47D	CVCL_0553
186106	CHEMBL277800	SN-38	22.62	5.3	7.74	-14.9	-0.61	19.22	T-47D	CVCL_0553
186109	THALIDOMIDE	ERLOTINIB HYDROCHLORIDE	1.24	-0.97	-0.63	-2.64	-0.94	-0.13	MDA-MB-231	CVCL-0062
186117	DASATINIB	PRALATREXATE	38.07	1.19	0.59	-11.03	0.05	-5.03	MCF7	CVCL_0031
186128	FLUDARABINE BASE	IMATINIB	-1.96	1.99	0.32	-1.25	-3.76	1.25	MCF7	CVCL_0031
186133	IMATINIB	CARMUSTINE	16.72	-4.29	0.33	4.05	3.48	4.49	MDA-MB-231	CVCL-0062
186146	VINBLASTINE SULFATE	PIPOBROMAN	18.94	2	2.22	3.82	2.64	0.49	MDA-MB-468	CVCL_0419
186149	CHEMBL17639	BUSULFAN	14.04	-4.75	-3.4	4.21	-1.34	-2.13	HS 578T	CVCL_0332
186150	METHOTREXATE	ALLOPURINOL	15.38	-0.81	-0.89	-28.55	-0.68	-4.42	MCF7	CVCL_0031
186156	ADM HYDROCHLORIDE	QUINACRINE HYDROCHLORIDE	12.96	-6.25	-0.33	-7.08	-0.29	-1.18	MCF7	CVCL_0031
186165	RALOXIFENE	LOMUSTINE	21.55	-8.93	1.1	1.36	1.8	-2.48	MCF7	CVCL_0031
186230	TRETINOIN	CYCLOPHOSPHAMIDE	11.82	-7.95	-4.1	-12.84	-2.8	-4.57	HS 578T	CVCL_0332
186251	URACIL MUSTARD	METHOTREXATE	34.17	-1.51	-1.16	1.36	4.35	-7.15	MCF7	CVCL_0031
186276	RALOXIFENE	AMINOLEVULINIC ACID HYDROCHLORIDE	4.17	0.9	2.56	2.02	1.71	3.96	MDA-MB-468	CVCL_0419
186278	FLUDARABINE BASE	CISPLATINO	28.18	-5.22	0.51	4.72	2.51	12.32	T-47D	CVCL_0553
186282	GEMZAR (LILLY)	CYCLOPHOSPHAMIDE	8.09	3.66	7.9	-19.98	7.3	-6.82	MDA-MB-468	CVCL_0419
186286	CARBOPLATIN	PLICAMYCIN	60.82	-1.2	-0.03	-5.36	0.76	34.39	MDA-MB-231	CVCL-0062
186304	CELECOXIB	THALIDOMIDE	-3.13	1.49	-0.4	-1.92	-2.92	-1.05	HS 578T	CVCL_0332
186318	CELECOXIB	PLICAMYCIN	15.84	0.4	-0.73	-43.35	-1.89	-17.46	BT-549	CVCL_1092
186325	MITOTANE	CYCLOPHOSPHAMIDE	6.4	-1.28	1.54	1.94	1.32	3.65	HS 578T	CVCL_0332
186365	FLUDARABINE BASE	AMIFOSTINE	-2.34	0.02	-2.07	-3.03	-3.71	-3.07	MCF7	CVCL_0031
186374	IMATINIB	ELOXATIN (TN) (SANOFI SYNTHELAB)	8.63	-1.85	-0.72	-12.58	-6.24	0.65	BT-549	CVCL_1092
186384	NILOTINIB	MECHLORETHAMINE HYDROCHLORIDE	22.72	-7.9	-3.06	-0.54	0.89	1.44	BT-549	CVCL_1092
186389	CELECOXIB	BUSULFAN	5.87	-2.5	-2.1	4.85	-0.07	-3.57	MCF7	CVCL_0031
186392	TEMOZOLOMIDE	ELOXATIN (TN) (SANOFI SYNTHELAB)	11.09	-8.21	-6.86	-4.04	-2.09	-9.98	BT-549	CVCL_1092
186406	NILOTINIB	MITOTANE	9.51	-3.84	-6.38	5.98	-3.74	-8.42	T-47D	CVCL_0553
186425	SORAFENIB	ANASTROZOLE	-2.21	-1.1	-6.78	-6.33	-9.76	-5.23	HS 578T	CVCL_0332
186440	FLUDARABINE BASE	AZACYTIDINE	9.04	-0.63	7.78	-1.7	1.96	8.71	HS 578T	CVCL_0332
186445	BENDAMUSTINE HYDROCHLORIDE	BORTEZOMIB	76.04	4.54	3.73	-32.27	5.97	29.99	MDA-MB-231	CVCL-0062
186453	1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE	QUINACRINE HYDROCHLORIDE	15.99	-3.37	2.59	5.19	5.19	2.22	T-47D	CVCL_0553
186454	FLUDARABINE BASE	CHEMBL277800	3.57	-2.24	-1.29	-3.36	-1.95	-3.02	MDA-MB-468	CVCL_0419
186475	CHEMBL17639	LAPATINIB	13.71	-1.01	5.2	-2.32	-0.39	9.18	T-47D	CVCL_0553
186482	BUSULFAN	BORTEZOMIB	34.25	-1.48	-0.38	-58.76	0.77	-12.29	T-47D	CVCL_0553
186488	CELECOXIB	MECHLORETHAMINE HYDROCHLORIDE	1.05	-3.36	-2.61	-14.33	-5.66	-3.77	MCF7	CVCL_0031
186532	ZOLINZA	ANASTROZOLE	4.4	-1.27	-0.87	1.57	1.33	-1.05	HS 578T	CVCL_0332
186537	ANASTROZOLE	PIPOBROMAN	23.31	-5.16	-1.83	2.77	3.08	4.19	T-47D	CVCL_0553
186563	HYDROXYUREA	ELOXATIN (TN) (SANOFI SYNTHELAB)	21.97	-3.69	-1.45	3.99	4.49	-1.71	HS 578T	CVCL_0332
186580	1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE	GEMZAR (LILLY)	1.36	-2.44	-0.61	-14.11	-2	-3.87	HS 578T	CVCL_0332
186586	FLUDARABINE BASE	IMATINIB	16.21	-3.94	-0.03	0.1	0.37	3.96	MDA-MB-231	CVCL-0062
186601	ANTIBIOTIC AY 22989	DOCETAXEL	6.44	6.11	9.71	5.71	7.48	5.67	T-47D	CVCL_0553
186603	VINCRISTINE SULFATE	PROCARBAZINE HYDROCHLORIDE	43.8	1.82	1.01	-46.19	0.66	20.52	MDA-MB-468	CVCL_0419
186615	SORAFENIB	IXABEPILONE	47.42	5.97	6.7	3.02	8.08	9.74	T-47D	CVCL_0553
186646	IMATINIB	SORAFENIB	0.69	2.45	3.3	0.36	-1.12	5.45	MDA-MB-231	CVCL-0062
186661	TRETINOIN	METHOXSALEN	3.23	4	1.12	-2.16	-0.61	1.29	MDA-MB-468	CVCL_0419
186676	BLEOMYCIN	METHOXSALEN	27.98	0.22	-1.77	-14.85	-2.79	-5.96	HS 578T	CVCL_0332
186681	SN-38	ERLOTINIB HYDROCHLORIDE	27.04	-0.41	1.84	-28.49	3.31	9.49	HS 578T	CVCL_0332
186685	ANASTROZOLE	BORTEZOMIB	62.71	1.75	-0.75	-10.83	-4.01	43.5	MDA-MB-231	CVCL-0062
186688	TRIETHYLENEMELAMINE	IXABEPILONE	33.4	-7.49	-9.78	-3.29	-2.36	-14.86	MCF7	CVCL_0031
186694	TEMOZOLOMIDE	MITOTANE	3.27	-0.27	-2.05	-0.11	-1.34	0.12	MDA-MB-468	CVCL_0419
186702	CHEMBL277800	ANTIBIOTIC AY 22989	6.46	3.92	8.52	7.18	7.4	2.5	MDA-MB-468	CVCL_0419
186724	GEFITINIB	34793-34-5	14.91	0.7	4.49	-22.2	2.44	8.88	T-47D	CVCL_0553
186732	5-FLUORO-2'-DEOXYURIDINE	CYTARABINE HYDROCHLORIDE	38.45	-14.84	-1.79	1.16	3.04	0.26	MDA-MB-468	CVCL_0419
186735	ZOLEDRONIC ACID	AMIFOSTINE	-2.37	1.99	0.87	-1.37	-1.79	-1.47	BT-549	CVCL_1092
186741	CARBOPLATIN	CISPLATINO	68.66	2.14	1.77	-6.88	4.02	-0.37	MDA-MB-468	CVCL_0419
186767	TRETINOIN	MITOTANE	1.34	2.34	4.14	0.05	-0.74	4.45	BT-549	CVCL_1092
186795	RALOXIFENE	ALLOPURINOL	10.65	-7	-3.28	-5.59	-1.12	-1.96	MCF7	CVCL_0031
186801	PROCARBAZINE HYDROCHLORIDE	NSC-127716	7.73	-8.33	-6.88	-4.61	-4.61	-9.18	T-47D	CVCL_0553
186812	ZOLEDRONIC ACID	CISPLATINO	14.31	-8.51	-0.84	-2.25	-1.28	-2.46	MCF7	CVCL_0031
186818	ROMIDEPSIN	ERLOTINIB HYDROCHLORIDE	69.41	2.83	1.04	-53.17	1.28	23.47	HS 578T	CVCL_0332
186833	GEMZAR (LILLY)	AMINOLEVULINIC ACID HYDROCHLORIDE	12.96	-12.84	-9.91	-9.59	-8.15	-15.3	BT-549	CVCL_1092
186838	GEMZAR (LILLY)	MITOMYCINE	43.33	1.4	5.74	1.6	9.89	3.7	MDA-MB-468	CVCL_0419
186842	ANTIBIOTIC AD 32	ARSENIC TRIOXIDE	38.71	-7.38	-0.07	-8.46	0.33	-13.01	BT-549	CVCL_1092
186870	CHEMBL277800	DOCETAXEL	2.96	-1.41	-0.34	-0.73	-0.65	-1.17	MDA-MB-468	CVCL_0419
186908	TEMOZOLOMIDE	NSC-127716	11.87	-1.77	0.12	-1.98	1.42	0.36	MDA-MB-231	CVCL-0062
186909	DASATINIB	ALLOPURINOL	3.26	-5.06	-6.31	-7.69	-4.42	-8.53	MDA-MB-468	CVCL_0419
186933	THIOTEPA	34793-34-5	7.54	-1.17	1.1	-7.42	-3.14	5.18	T-47D	CVCL_0553
186940	FLUDARABINE BASE	ROMIDEPSIN	26.43	1.42	2.82	-48.82	-0.13	4.83	MCF7	CVCL_0031
186950	IMATINIB	ZOLEDRONIC ACID	-0.06	-0.11	0.52	-2.06	-2.23	2.15	HS 578T	CVCL_0332
186954	TEMOZOLOMIDE	THALIDOMIDE	-0.02	-0.31	-0.3	0.27	-0.94	-0.41	MCF7	CVCL_0031
186958	TEMOZOLOMIDE	FULVESTRANT	1.22	-3.19	0.25	-8.01	-4.58	-6.74	T-47D	CVCL_0553
186960	IFOSFAMIDE	ARSENIC TRIOXIDE	28.31	5.05	4.35	-53.64	-3.55	8.28	MDA-MB-468	CVCL_0419
186963	SORAFENIB	ADM HYDROCHLORIDE	21.45	3.85	5.07	-19.4	3.01	5.67	MDA-MB-231	CVCL-0062
186970	TEMOZOLOMIDE	CHEMBL277800	1.27	-2.25	-3.31	-12.19	-5.83	-0.07	HS 578T	CVCL_0332
186973	CHEMBL17639	1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE	28.08	2.79	3.25	-36.89	-0.66	5.94	MDA-MB-231	CVCL-0062
186979	ELOXATIN (TN) (SANOFI SYNTHELAB)	EMCYT (PHARMACIA)	14.34	-5.65	2.38	0.03	0.98	4.46	BT-549	CVCL_1092
186988	BUSULFAN	CISPLATINO	12.56	-6.59	-3.16	-9.52	-1.37	-1.27	HS 578T	CVCL_0332
187000	ZOLEDRONIC ACID	TRIETHYLENEMELAMINE	4.09	-0.22	3.03	-0.65	1.07	3.09	HS 578T	CVCL_0332
187010	CHEMBL17639	ARSENIC TRIOXIDE	32.98	-0.96	1.69	-9.07	0	-0.53	MDA-MB-468	CVCL_0419
187013	LETROZOLE	ZOLINZA	10.32	-6.16	1.79	-12.69	-3.51	0.9	MCF7	CVCL_0031
187031	FLUDARABINE BASE	VINBLASTINE SULFATE	5.95	-3.3	-4.65	-5.18	-3.12	-3.32	MDA-MB-468	CVCL_0419
187034	PIPOBROMAN	MITOMYCINE	19.24	-8.08	-5.27	-6.41	-3.75	-0.83	MCF7	CVCL_0031
187037	CELECOXIB	DASATINIB	0.56	2.49	2.95	-1.34	-0.96	5.76	BT-549	CVCL_1092
187048	BLEOMYCIN	NSC 85998	4.73	-5.5	-4.53	-5.53	-3.69	-9.82	T-47D	CVCL_0553
187049	NAVELBINE DITARTRATE (TN)	AMIFOSTINE	52.28	7.12	4.52	-42.62	4.64	27.39	BT-549	CVCL_1092
187060	DASATINIB	BORTEZOMIB	27.97	-9.27	-6.14	-5.11	-3.15	3.07	MCF7	CVCL_0031
187072	CELECOXIB	LAPATINIB	1.69	-2.67	0.69	-6.72	-1.68	1.42	MDA-MB-468	CVCL_0419
187077	ADM HYDROCHLORIDE	FULVESTRANT	18.51	-5.64	1.25	-1.83	0	7.6	T-47D	CVCL_0553
187098	ANASTROZOLE	MECHLORETHAMINE HYDROCHLORIDE	-1.32	0.48	-0.28	-2.55	-2.53	0.41	HS 578T	CVCL_0332
187110	SN-38	ADM HYDROCHLORIDE	16.5	-6.82	0.69	-5.54	-0.39	5.54	T-47D	CVCL_0553
187119	ROMIDEPSIN	QUINACRINE HYDROCHLORIDE	43.24	1.64	2.82	-1.01	4.72	-3.55	MDA-MB-468	CVCL_0419
187127	5-FLUORO-2'-DEOXYURIDINE	IMIQUIMOD	10.38	-4.48	-5.07	9.05	-3.25	-7.93	T-47D	CVCL_0553
187136	NSC 85998	CISPLATINO	17.56	-2.86	3.4	0.75	3.78	9.33	HS 578T	CVCL_0332
187148	ANASTROZOLE	CARMUSTINE	6.33	-1.87	-1.07	-4.33	-4.33	2.4	MDA-MB-231	CVCL-0062
187150	SN-38	CO-V	28.22	-1.58	1.62	-44.8	4.36	7.21	MCF7	CVCL_0031
187170	CYTARABINE HYDROCHLORIDE	VINCRISTINE SULFATE	53.26	-2.77	-3.44	-2.3	-1.88	12.45	HS 578T	CVCL_0332
187172	VINCRISTINE SULFATE	BUSULFAN	2.18	-2.47	-1.22	-0.77	-0.36	-2.37	MDA-MB-231	CVCL-0062
187179	34793-34-5	ANTIBIOTIC AY 22989	6.88	-0.83	-0.05	-39.12	-4.06	4.72	BT-549	CVCL_1092
187182	PRALATREXATE	BORTEZOMIB	63.64	0.29	-1.41	-1.76	-2.31	50.81	MDA-MB-468	CVCL_0419
187197	PIPOBROMAN	TOPOTECAN HYDROCHLORIDE	17.49	-7.29	-3.83	-0.99	0.47	-10.13	HS 578T	CVCL_0332
187210	AMINOLEVULINIC ACID HYDROCHLORIDE	TOPOTECAN HYDROCHLORIDE	27.23	-6.92	-2.49	-0.7	0.57	11.07	HS 578T	CVCL_0332
187216	TEMOZOLOMIDE	ANASTROZOLE	-4.77	0.37	-4.2	-3.26	-5.05	-6.87	MCF7	CVCL_0031
187225	METHOTREXATE	TAMOXIFEN CITRATE	-9.87	6.14	3.3	-6.72	-5.97	1.79	MDA-MB-231	CVCL-0062
187232	SUNITINIB	ZOLEDRONIC ACID	3.95	-0.15	0.57	-0.09	-0.74	2.38	HS 578T	CVCL_0332
187235	1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE	PROCARBAZINE HYDROCHLORIDE	-2.96	-0.05	-3.32	-4.82	-4.6	-4.86	MCF7	CVCL_0031
187251	TRETINOIN	MITOMYCINE	10.74	1.17	-1.84	-19.05	-5.54	-4.47	BT-549	CVCL_1092
187253	HYDROXYUREA	IMIQUIMOD	1.12	0.38	0.05	-0.88	-0.94	-0.72	MCF7	CVCL_0031
187254	ROMIDEPSIN	SUNITINIB	71.95	-3.14	-3.44	-38.21	-1.82	26.58	HS 578T	CVCL_0332
187261	CHEMBL277800	AZACYTIDINE	6.14	-4.98	-4.7	-3.81	-4.15	-0.42	T-47D	CVCL_0553
187272	THIOTEPA	TEMOZOLOMIDE	17.82	1.53	8.34	-2.16	3.97	10.88	MDA-MB-231	CVCL-0062
187274	VINCRISTINE SULFATE	BORTEZOMIB	26.29	-8.53	-10.03	-21.18	-7.71	-24.53	BT-549	CVCL_1092
187283	CHEMBL17639	GEMZAR (LILLY)	5.6	-3.24	-2.62	-8.25	-3.89	-0.75	HS 578T	CVCL_0332
187296	ANASTROZOLE	SN-38	12.77	-4.32	-1.37	-37.7	-3.11	4.63	MCF7	CVCL_0031
187299	RALOXIFENE	TOPOTECAN HYDROCHLORIDE	15.39	2.48	11.1	-1.25	8.96	2.37	MCF7	CVCL_0031
187300	TRIETHYLENEMELAMINE	ERLOTINIB HYDROCHLORIDE	26.92	-5.5	-4.57	-6.33	-2.14	5.21	MCF7	CVCL_0031
187305	CHEMBL277800	DOCETAXEL	-3.14	4.95	1.7	-7.19	-6.47	1.68	T-47D	CVCL_0553
187350	CHEMBL17639	SUNITINIB	2.07	-1.41	1.02	-7.99	-2.55	0.48	T-47D	CVCL_0553
187364	PEMETREXED	METHOTREXATE	12.43	8.13	9.19	2.22	3.06	12.19	MDA-MB-231	CVCL-0062
187381	ROMIDEPSIN	DASATINIB	52.84	-4.19	-4.89	-44.22	-4.3	13.28	MCF7	CVCL_0031
187387	FULVESTRANT	AMINOLEVULINIC ACID HYDROCHLORIDE	3.36	-1	1.93	-0.53	0.57	1.46	BT-549	CVCL_1092
187393	IMATINIB	ANASTROZOLE	-3.08	0.3	-1.89	-3.53	-3.42	-3.8	BT-549	CVCL_1092
187402	ZOLINZA	MITOMYCINE	23.72	-2.37	3.06	3.92	4.1	15.52	HS 578T	CVCL_0332
187403	CELECOXIB	CARBOPLATIN	10.18	-5.9	-3.18	0.82	1.24	-4.29	MCF7	CVCL_0031
187405	SUNITINIB	AMIFOSTINE	-2.89	4.14	7.11	-4.09	-1.18	10.57	HS 578T	CVCL_0332
187420	IMATINIB	EMCYT (PHARMACIA)	-9.42	-0.63	-3.52	-9.21	-8.82	-13.55	BT-549	CVCL_1092
187429	BLEOMYCIN	ELOXATIN (TN) (SANOFI SYNTHELAB)	44.84	-6.56	-2.51	4.35	5.49	2.49	MCF7	CVCL_0031
187465	CHEMBL17639	ANASTROZOLE	4.17	-2.43	0.63	-0.38	0.05	-0.37	MCF7	CVCL_0031
187475	ROMIDEPSIN	CO-V	45.16	3.02	2.7	-34.03	0.12	8.98	HS 578T	CVCL_0332
187483	PLICAMYCIN	PROCARBAZINE HYDROCHLORIDE	17.78	1.09	1.54	-41.55	0.75	-4.84	HS 578T	CVCL_0332
